dataset_number,proposed_filename,section,source_relative_path,source_extension,technique,content_label
78,VZ2_062_021_UK_D_0078_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
79,VZ2_062_021_UK_D_0079_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
80,VZ2_062_021_UK_D_0080_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
81,VZ2_062_021_UK_D_0081_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
82,VZ2_062_021_UK_D_0082_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
83,VZ2_062_021_UK_D_0083_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
84,VZ2_062_021_UK_D_0084_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
85,VZ2_062_021_UK_D_0085_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
86,VZ2_062_021_UK_D_0086_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
87,VZ2_062_021_UK_D_0087_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
88,VZ2_062_021_UK_D_0088_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
89,VZ2_062_021_UK_D_0089_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
90,VZ2_062_021_UK_D_0090_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
91,VZ2_062_021_UK_D_0091_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
92,VZ2_062_021_UK_D_0092_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
93,VZ2_062_021_UK_D_0093_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
94,VZ2_062_021_UK_D_0094_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_05_Loopeis 1,46V_30s_5_PEIS from 65Hz to 10Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 30 s, with PEIS frequency in between 65Hz and 10Hz."
95,VZ2_062_021_UK_D_0095_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_06_Loopeis 1,46V_45s_1_initial_loops_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, initial loops."
96,VZ2_062_021_UK_D_0096_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_06_Loopeis 1,46V_45s_1_initial_loops_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, initial loops."
97,VZ2_062_021_UK_D_0097_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
98,VZ2_062_021_UK_D_0098_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
99,VZ2_062_021_UK_D_0099_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
100,VZ2_062_021_UK_D_0100_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
101,VZ2_062_021_UK_D_0101_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
102,VZ2_062_021_UK_D_0102_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
103,VZ2_062_021_UK_D_0103_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
104,VZ2_062_021_UK_D_0104_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
105,VZ2_062_021_UK_D_0105_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
106,VZ2_062_021_UK_D_0106_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
107,VZ2_062_021_UK_D_0107_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
108,VZ2_062_021_UK_D_0108_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
109,VZ2_062_021_UK_D_0109_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
110,VZ2_062_021_UK_D_0110_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
111,VZ2_062_021_UK_D_0111_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
112,VZ2_062_021_UK_D_0112_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
113,VZ2_062_021_UK_D_0113_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
114,VZ2_062_021_UK_D_0114_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
115,VZ2_062_021_UK_D_0115_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
116,VZ2_062_021_UK_D_0116_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_07_Loopeis 1,46V_45s_2_PEIS from 65kHz to 10kHz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 65kHz and 10kHz."
117,VZ2_062_021_UK_D_0117_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
118,VZ2_062_021_UK_D_0118_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
119,VZ2_062_021_UK_D_0119_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
120,VZ2_062_021_UK_D_0120_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
121,VZ2_062_021_UK_D_0121_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
122,VZ2_062_021_UK_D_0122_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
123,VZ2_062_021_UK_D_0123_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
124,VZ2_062_021_UK_D_0124_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
125,VZ2_062_021_UK_D_0125_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
126,VZ2_062_021_UK_D_0126_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
127,VZ2_062_021_UK_D_0127_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
128,VZ2_062_021_UK_D_0128_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
129,VZ2_062_021_UK_D_0129_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
130,VZ2_062_021_UK_D_0130_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
131,VZ2_062_021_UK_D_0131_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
132,VZ2_062_021_UK_D_0132_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
133,VZ2_062_021_UK_D_0133_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
134,VZ2_062_021_UK_D_0134_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
135,VZ2_062_021_UK_D_0135_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_08_Loopeis 1,46V_45s_3_PEIS from 6500Hz to 1000Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 45 s, with PEIS frequency in between 6500Hz and 1000Hz."
